order_id,user_id,order_time,location,items_ordered,total_amount,payment_method,delivery_time,delivery_duration_mins,delivered_on_time
ORD100484,USR3607,2025-06-11 01:21:07,Hyderabad,"Bread, Milk",918.04,Card,2025-06-11 02:02:07,41.0,1
ORD100485,USR8777,2025-06-04 12:01:35,Pune,"Juice, Rice, Vegetables, Milk, Eggs",1361.62,Card,2025-06-04 13:07:35,66.0,0
ORD100486,USR8373,2025-06-20 09:48:27,Hyderabad,"Sugar, Bread",163.62,Card,2025-06-20 10:30:27,42.0,1
ORD100487,USR5246,2025-06-19 22:08:14,Delhi,Fruits,493.35,Cash,2025-06-19 22:41:14,33.0,1
ORD100488,USR5050,2025-06-23 14:38:29,Delhi,"Bread, Rice, Milk, Eggs",1430.58,Wallet,2025-06-23 15:26:29,48.0,0
ORD100489,USR5543,2025-06-07 19:39:12,Chennai,"Juice, Snacks, Milk, Sugar, Vegetables",1346.37,Wallet,2025-06-07 20:22:12,43.0,1
ORD100490,USR9540,2025-06-12 10:13:18,Chennai,"Flour, Milk, Bread",737.92,Cash,2025-06-12 11:18:18,65.0,0
ORD100491,USR8939,2025-06-16 14:58:42,Hyderabad,"Bread, Fruits, Sugar",968.19,Card,2025-06-16 15:35:42,37.0,1
ORD100492,USR4919,2025-06-18 08:30:19,Delhi,Fruits,488.33,Card,2025-06-18 09:16:19,46.0,0
ORD100493,USR5499,2025-06-18 10:55:02,Delhi,"Juice, Fruits, Flour, Vegetables, Snacks",363.37,Card,2025-06-18 11:11:02,16.0,1
ORD100494,USR8206,2025-07-01 01:24:27,Chennai,"Sugar, Eggs",749.18,Wallet,2025-07-01 02:41:27,77.0,0
ORD100495,USR2269,2025-06-20 11:07:51,Pune,"Flour, Juice, Bread, Sugar, Snacks",594.69,Card,2025-06-20 11:53:51,46.0,0
ORD100496,USR5681,2025-06-25 05:03:38,Bangalore,"Snacks, Rice, Juice, Milk, Bread",917.12,UPI,2025-06-25 06:08:38,65.0,0
ORD100497,USR4841,2025-06-20 16:32:30,Chennai,"Flour, Juice",208.83,UPI,2025-06-20 17:46:30,74.0,0
ORD100498,USR5451,2025-06-27 05:53:55,Bangalore,"Snacks, Eggs, Rice, Flour, Juice",1464.15,UPI,2025-06-27 07:07:55,74.0,0
ORD100499,USR6502,2025-06-14 10:30:51,Delhi,"Snacks, Sugar, Juice, Rice, Flour",1480.7,Card,2025-06-14 11:26:51,56.0,0
ORD100500,USR6238,2025-06-19 09:22:41,Chennai,"Snacks, Fruits, Flour, Rice",1077.43,UPI,2025-06-19 09:51:41,29.0,1
ORD100501,USR9849,2025-06-26 08:46:21,Kolkata,"Vegetables, Snacks, Rice, Fruits, Juice",850.53,Card,2025-06-26 09:14:21,28.0,1
ORD100502,USR2320,2025-06-13 05:30:01,Pune,Milk,533.34,UPI,2025-06-13 06:08:01,38.0,1
ORD100503,USR3267,2025-07-02 05:12:52,Pune,"Sugar, Milk, Eggs",1239.31,Cash,2025-07-02 06:35:52,83.0,0
ORD100504,USR3471,2025-06-30 21:44:26,Hyderabad,"Milk, Vegetables, Fruits",1058.62,Wallet,2025-06-30 22:53:26,69.0,0
ORD100505,USR4788,2025-06-23 04:37:21,Kolkata,"Snacks, Milk",327.66,UPI,2025-06-23 05:04:21,27.0,1
ORD100506,USR7275,2025-06-22 23:21:01,Mumbai,"Flour, Sugar, Eggs",1375.3,Cash,2025-06-23 00:05:01,44.0,1
ORD100507,USR3503,2025-06-22 23:04:53,Delhi,Milk,1251.55,Card,2025-06-22 23:56:53,52.0,0
ORD100508,USR4505,2025-06-03 07:32:46,Delhi,"Snacks, Eggs, Flour, Rice",1429.72,Wallet,2025-06-03 07:52:46,20.0,1
ORD100509,USR2052,2025-06-24 06:28:43,Chennai,"Sugar, Fruits, Flour",1116.01,Card,2025-06-24 07:26:43,58.0,0
ORD100510,USR7797,2025-06-03 08:05:23,Mumbai,"Vegetables, Bread, Juice",958.78,Card,2025-06-03 08:52:23,47.0,0
ORD100511,USR7678,2025-06-09 22:55:28,Mumbai,"Fruits, Bread, Snacks, Juice, Sugar",685.54,Wallet,2025-06-10 00:08:28,73.0,0
ORD100512,USR6421,2025-06-27 08:23:12,Mumbai,"Rice, Bread",1405.82,Cash,2025-06-27 09:41:12,78.0,0
ORD100513,USR9890,2025-06-15 15:17:20,Chennai,"Vegetables, Milk, Juice, Flour, Rice",1312.49,Cash,2025-06-15 15:34:20,17.0,1
ORD100514,USR8633,2025-06-27 03:37:10,Chennai,"Snacks, Juice, Flour",163.31,Card,2025-06-27 04:20:10,43.0,1
ORD100515,USR7812,2025-06-30 20:30:03,Bangalore,Fruits,136.91,UPI,2025-06-30 21:27:03,57.0,0
ORD100516,USR2020,2025-06-11 06:13:45,Kolkata,"Milk, Juice, Sugar, Eggs, Vegetables",627.05,Wallet,2025-06-11 07:18:45,65.0,0
ORD100517,USR4388,2025-06-16 11:10:04,Bangalore,Snacks,1234.77,Wallet,2025-06-16 12:35:04,85.0,0
ORD100518,USR7883,2025-06-27 02:50:02,Bangalore,"Sugar, Eggs, Snacks, Vegetables, Rice",1482.19,Wallet,2025-06-27 04:04:02,74.0,0
ORD100519,USR7381,2025-06-11 10:49:57,Kolkata,"Eggs, Milk",310.58,UPI,2025-06-11 11:29:57,40.0,1
ORD100520,USR1320,2025-06-11 22:55:30,Hyderabad,"Rice, Flour, Bread, Sugar",931.78,UPI,2025-06-11 23:08:30,13.0,1
ORD100521,USR7232,2025-06-23 05:42:25,Delhi,"Vegetables, Juice, Eggs, Bread",633.25,Card,2025-06-23 06:41:25,59.0,0
ORD100522,USR8814,2025-06-22 21:27:45,Bangalore,"Bread, Rice, Milk",1457.88,Cash,2025-06-22 22:45:45,78.0,0
ORD100523,USR1096,2025-06-21 04:12:17,Hyderabad,"Juice, Vegetables, Bread, Fruits, Flour",1278.97,UPI,2025-06-21 04:51:17,39.0,1
ORD100524,USR6763,2025-06-21 20:09:39,Hyderabad,"Eggs, Sugar, Rice, Vegetables",1273.66,UPI,2025-06-21 21:17:39,68.0,0
ORD100525,USR5892,2025-06-07 04:51:23,Chennai,"Rice, Juice",756.17,Wallet,2025-06-07 06:07:23,76.0,0
ORD100526,USR7389,2025-06-28 20:29:23,Mumbai,"Fruits, Flour, Sugar, Bread, Milk",680.75,Card,2025-06-28 21:53:23,84.0,0
ORD100527,USR7865,2025-06-12 14:08:30,Pune,"Juice, Snacks, Bread",482.77,UPI,2025-06-12 15:02:30,54.0,0
ORD100528,USR9818,2025-06-17 22:48:46,Mumbai,Juice,178.93,Cash,2025-06-17 23:01:46,13.0,1
ORD100529,USR9947,2025-06-21 05:32:03,Bangalore,"Snacks, Sugar, Fruits, Eggs",1310.61,UPI,2025-06-21 06:07:03,35.0,1
ORD100530,USR4613,2025-06-26 09:10:09,Pune,"Sugar, Milk, Vegetables",1238.06,Card,2025-06-26 09:46:09,36.0,1
ORD100531,USR8999,2025-06-27 05:28:02,Kolkata,"Snacks, Rice",1499.6,Cash,2025-06-27 06:23:02,55.0,0
ORD100532,USR4595,2025-06-30 23:53:40,Kolkata,"Eggs, Rice, Milk, Juice, Bread",1495.29,Cash,2025-07-01 01:06:40,73.0,0
ORD100533,USR5471,2025-06-07 06:41:00,Delhi,"Snacks, Eggs",877.6,Wallet,2025-06-07 07:41:00,60.0,0
ORD100534,USR8140,2025-06-25 02:46:48,Pune,Bread,1176.58,Cash,2025-06-25 03:45:48,59.0,0
ORD100535,USR8956,2025-06-18 10:53:50,Kolkata,Fruits,1422.67,UPI,2025-06-18 11:08:50,15.0,1
ORD100536,USR1475,2025-06-25 14:34:34,Pune,"Eggs, Vegetables, Milk, Sugar, Snacks",1289.51,Card,2025-06-25 15:42:34,68.0,0
ORD100537,USR7371,2025-06-14 14:05:49,Kolkata,Vegetables,446.29,Cash,2025-06-14 14:29:49,24.0,1
ORD100538,USR6507,2025-06-24 10:35:44,Delhi,"Rice, Milk, Snacks, Bread",730.76,UPI,2025-06-24 11:14:44,39.0,1
ORD100539,USR7624,2025-06-08 18:34:31,Delhi,"Fruits, Sugar, Vegetables, Rice, Flour",280.82,Card,2025-06-08 19:25:31,51.0,0
ORD100540,USR3704,2025-06-06 01:45:59,Hyderabad,"Eggs, Milk, Juice, Vegetables, Snacks",1435.67,Cash,2025-06-06 02:31:59,46.0,0
ORD100541,USR8657,2025-06-18 08:05:55,Hyderabad,"Milk, Vegetables, Eggs, Sugar, Rice",948.64,Wallet,2025-06-18 08:56:55,51.0,0
ORD100542,USR3091,2025-06-04 11:45:52,Hyderabad,"Sugar, Vegetables",420.1,UPI,2025-06-04 12:29:52,44.0,1
ORD100543,USR9751,2025-06-10 20:23:42,Chennai,Rice,1040.38,UPI,2025-06-10 20:38:42,15.0,1
ORD100544,USR1441,2025-06-05 16:09:46,Hyderabad,Bread,965.38,Wallet,2025-06-05 17:26:46,77.0,0
ORD100545,USR7455,2025-06-30 12:00:47,Delhi,"Vegetables, Snacks, Bread, Milk",601.43,Cash,2025-06-30 12:27:47,27.0,1
ORD100546,USR1444,2025-06-19 23:29:42,Pune,"Juice, Fruits, Sugar",258.98,UPI,2025-06-20 00:51:42,82.0,0
ORD100547,USR2375,2025-06-22 14:21:07,Delhi,"Bread, Snacks, Rice, Juice, Vegetables",1040.2,UPI,2025-06-22 14:59:07,38.0,1
ORD100548,USR8022,2025-06-28 08:15:21,Pune,"Bread, Eggs, Fruits, Vegetables, Rice",828.43,Cash,2025-06-28 09:41:21,86.0,0
ORD100549,USR3223,2025-06-23 07:24:40,Mumbai,"Milk, Sugar, Fruits, Vegetables, Eggs",1181.25,Wallet,2025-06-23 08:32:40,68.0,0
ORD100550,USR8564,2025-06-10 11:47:03,Delhi,"Rice, Juice, Eggs",828.23,Cash,2025-06-10 12:43:03,56.0,0
ORD100551,USR3977,2025-06-22 00:16:37,Hyderabad,Snacks,1293.05,Card,2025-06-22 00:42:37,26.0,1
ORD100552,USR1823,2025-07-01 04:39:04,Kolkata,"Snacks, Vegetables, Fruits",872.67,Cash,2025-07-01 05:10:04,31.0,1
ORD100553,USR5262,2025-06-15 18:27:11,Hyderabad,"Vegetables, Milk, Sugar, Fruits, Flour",885.31,UPI,2025-06-15 19:44:11,77.0,0
ORD100554,USR7211,2025-06-27 19:38:20,Pune,"Vegetables, Fruits, Eggs, Rice, Flour",1327.32,Card,2025-06-27 20:56:20,78.0,0
ORD100555,USR6363,2025-06-08 16:58:03,Kolkata,"Bread, Juice",664.88,Card,2025-06-08 17:44:03,46.0,0
ORD100556,USR4467,2025-06-27 06:03:00,Bangalore,"Sugar, Fruits, Juice, Bread, Vegetables",287.62,Cash,2025-06-27 07:01:00,58.0,0
ORD100557,USR8449,2025-06-25 19:23:11,Chennai,"Juice, Vegetables",140.3,UPI,2025-06-25 19:45:11,22.0,1
ORD100558,USR6355,2025-06-30 08:09:58,Kolkata,"Snacks, Rice, Eggs, Bread, Sugar",1157.19,Card,2025-06-30 08:52:58,43.0,1
ORD100559,USR6529,2025-06-10 02:08:50,Delhi,"Sugar, Flour",968.43,Wallet,2025-06-10 03:10:50,62.0,0
ORD100560,USR7211,2025-06-08 17:15:07,Chennai,"Eggs, Vegetables",1085.71,UPI,2025-06-08 18:15:07,60.0,0
ORD100561,USR5558,2025-06-13 11:54:46,Delhi,"Eggs, Juice, Sugar, Snacks, Vegetables",398.15,UPI,2025-06-13 12:06:46,12.0,1
ORD100562,USR7906,2025-07-02 09:24:15,Mumbai,"Snacks, Bread",290.92,Cash,2025-07-02 10:15:15,51.0,0
ORD100563,USR5133,2025-06-17 08:58:24,Mumbai,"Flour, Bread, Eggs, Rice, Sugar",120.36,UPI,2025-06-17 09:39:24,41.0,1
ORD100564,USR2341,2025-07-01 22:39:14,Kolkata,Snacks,590.82,Wallet,2025-07-01 23:39:14,60.0,0
ORD100565,USR8705,2025-06-18 19:54:34,Pune,"Juice, Vegetables, Rice, Snacks",925.88,UPI,2025-06-18 20:49:34,55.0,0
ORD100566,USR1317,2025-06-21 07:14:34,Chennai,"Eggs, Fruits, Bread",649.14,Wallet,2025-06-21 07:44:34,30.0,1
ORD100567,USR9837,2025-06-09 06:06:09,Hyderabad,"Eggs, Milk",712.46,Card,2025-06-09 06:59:09,53.0,0
ORD100568,USR1853,2025-06-27 02:27:07,Bangalore,"Sugar, Vegetables, Fruits, Flour, Bread",1365.82,Cash,2025-06-27 02:47:07,20.0,1
ORD100569,USR6733,2025-06-17 15:34:18,Delhi,"Milk, Snacks",587.56,UPI,2025-06-17 16:51:18,77.0,0
ORD100570,USR4673,2025-06-21 20:16:26,Delhi,Rice,819.59,UPI,2025-06-21 20:26:26,10.0,1
ORD100571,USR2124,2025-06-18 16:16:51,Pune,"Flour, Rice",1197.11,UPI,2025-06-18 17:28:51,72.0,0
ORD100572,USR1659,2025-06-15 00:06:34,Bangalore,"Eggs, Juice, Rice",655.16,Wallet,2025-06-15 00:39:34,33.0,1
ORD100573,USR1508,2025-06-06 06:52:44,Chennai,"Eggs, Sugar, Fruits, Bread",970.92,Card,2025-06-06 07:14:44,22.0,1
ORD100574,USR5051,2025-06-23 01:39:26,Chennai,Juice,1307.31,Cash,2025-06-23 01:59:26,20.0,1
ORD100575,USR4266,2025-06-29 16:31:35,Pune,Vegetables,1429.33,Wallet,2025-06-29 17:31:35,60.0,0
ORD100576,USR1333,2025-06-16 13:45:41,Delhi,"Fruits, Sugar, Flour, Milk",305.9,Wallet,2025-06-16 14:11:41,26.0,1
ORD100577,USR3496,2025-06-03 11:40:10,Mumbai,"Rice, Sugar",1397.22,Cash,2025-06-03 12:13:10,33.0,1
ORD100578,USR4908,2025-06-21 03:20:23,Kolkata,"Rice, Fruits, Juice",788.96,Card,2025-06-21 03:48:23,28.0,1
ORD100579,USR3068,2025-07-03 01:47:10,Bangalore,"Milk, Juice, Snacks, Fruits",461.54,UPI,2025-07-03 02:33:10,46.0,0
ORD100580,USR8758,2025-06-18 04:00:08,Delhi,"Sugar, Flour, Milk, Vegetables, Rice",742.79,UPI,2025-06-18 04:17:08,17.0,1
ORD100581,USR2874,2025-06-05 13:01:48,Mumbai,"Rice, Milk, Fruits, Vegetables",1472.05,UPI,2025-06-05 13:38:48,37.0,1
ORD100582,USR4571,2025-06-16 23:42:41,Chennai,"Juice, Milk, Sugar, Vegetables, Snacks",789.67,Card,2025-06-16 23:56:41,14.0,1
ORD100583,USR8619,2025-06-24 01:08:50,Mumbai,Fruits,560.25,Wallet,2025-06-24 01:34:50,26.0,1
ORD100584,USR5198,2025-06-25 12:10:51,Kolkata,"Rice, Juice, Vegetables",986.76,UPI,2025-06-25 12:55:51,45.0,1
ORD100585,USR7043,2025-06-24 07:07:52,Kolkata,"Rice, Eggs, Juice",436.2,Wallet,2025-06-24 07:35:52,28.0,1
ORD100586,USR3749,2025-06-27 22:26:13,Pune,"Sugar, Milk, Eggs",206.21,UPI,2025-06-27 23:39:13,73.0,0
ORD100587,USR2876,2025-06-08 06:42:49,Kolkata,"Rice, Bread, Flour, Sugar",280.43,Wallet,2025-06-08 07:02:49,20.0,1
ORD100588,USR3683,2025-07-02 22:39:53,Hyderabad,"Flour, Eggs, Juice, Fruits, Sugar",279.26,Wallet,2025-07-02 23:42:53,63.0,0
ORD100589,USR6096,2025-06-24 08:46:09,Delhi,"Milk, Eggs, Rice, Vegetables",312.66,Card,2025-06-24 09:40:09,54.0,0
ORD100590,USR2771,2025-06-30 02:28:14,Bangalore,"Rice, Bread",294.36,Wallet,2025-06-30 03:24:14,56.0,0
ORD100591,USR1420,2025-06-15 05:52:07,Mumbai,"Snacks, Eggs, Bread",997.22,Wallet,2025-06-15 06:13:07,21.0,1
ORD100592,USR6111,2025-06-08 05:07:55,Chennai,Bread,354.63,Card,2025-06-08 05:37:55,30.0,1
ORD100593,USR7149,2025-06-12 13:27:19,Mumbai,"Snacks, Bread, Juice, Sugar",583.93,UPI,2025-06-12 13:47:19,20.0,1
ORD100594,USR7498,2025-06-18 23:00:12,Chennai,"Sugar, Eggs, Juice, Vegetables, Fruits",1355.5,Wallet,2025-06-18 23:14:12,14.0,1
ORD100595,USR4249,2025-06-08 03:05:19,Kolkata,Eggs,763.55,UPI,2025-06-08 04:10:19,65.0,0
ORD100596,USR2245,2025-06-22 21:53:09,Kolkata,"Sugar, Eggs, Flour",1034.58,Cash,2025-06-22 22:22:09,29.0,1
ORD100597,USR4978,2025-06-17 21:37:01,Hyderabad,"Eggs, Milk",341.25,Cash,2025-06-17 22:27:01,50.0,0
ORD100598,USR2669,2025-07-02 06:02:39,Pune,"Vegetables, Sugar, Rice, Eggs",369.2,Card,2025-07-02 06:57:39,55.0,0
ORD100599,USR5941,2025-06-09 09:05:06,Chennai,"Bread, Eggs",157.22,Cash,2025-06-09 09:26:06,21.0,1
ORD100600,USR2983,2025-06-25 15:52:21,Bangalore,"Milk, Vegetables",336.51,Wallet,2025-06-25 17:11:21,79.0,0
ORD100601,USR1672,2025-06-19 02:03:02,Hyderabad,Rice,490.03,UPI,2025-06-19 02:29:02,26.0,1
ORD100602,USR6688,2025-06-09 02:09:30,Kolkata,"Rice, Flour, Milk, Vegetables",347.81,Card,2025-06-09 02:37:30,28.0,1
ORD100603,USR9728,2025-06-27 05:32:48,Pune,"Fruits, Sugar, Rice, Flour",224.18,Card,2025-06-27 06:07:48,35.0,1
ORD100604,USR8018,2025-07-01 14:35:26,Mumbai,"Rice, Bread, Milk, Flour",268.89,UPI,2025-07-01 15:32:26,57.0,0
ORD100605,USR7071,2025-06-30 11:10:50,Kolkata,"Vegetables, Flour, Fruits, Milk, Bread",745.09,UPI,2025-06-30 12:11:50,61.0,0
ORD100606,USR2129,2025-06-17 03:23:38,Pune,"Milk, Snacks",388.87,Card,2025-06-17 04:42:38,79.0,0
ORD100607,USR9289,2025-06-24 13:00:08,Pune,Eggs,609.98,Wallet,2025-06-24 14:04:08,64.0,0
ORD100608,USR6590,2025-06-20 07:07:22,Delhi,Sugar,804.78,UPI,2025-06-20 08:31:22,84.0,0
ORD100609,USR1207,2025-07-01 13:10:30,Chennai,"Vegetables, Snacks, Bread, Milk, Juice",1066.55,UPI,2025-07-01 13:52:30,42.0,1
ORD100610,USR7882,2025-06-16 12:50:12,Pune,"Eggs, Sugar, Vegetables, Rice",155.04,Card,2025-06-16 14:01:12,71.0,0
ORD100611,USR9031,2025-06-27 15:19:12,Bangalore,"Sugar, Flour, Eggs, Fruits, Snacks",1219.17,UPI,2025-06-27 15:51:12,32.0,1
ORD100612,USR2729,2025-06-22 00:23:27,Delhi,"Snacks, Milk, Bread, Juice, Eggs",979.06,UPI,2025-06-22 00:47:27,24.0,1
ORD100613,USR8102,2025-06-07 00:40:04,Delhi,"Snacks, Juice, Bread",214.46,UPI,2025-06-07 01:16:04,36.0,1
ORD100614,USR6934,2025-06-26 22:48:33,Hyderabad,"Flour, Bread, Vegetables, Fruits",1323.01,Card,2025-06-27 00:12:33,84.0,0
ORD100615,USR8532,2025-06-17 14:33:25,Mumbai,"Bread, Vegetables",1389.22,Wallet,2025-06-17 15:46:25,73.0,0
ORD100616,USR3506,2025-06-24 13:42:10,Kolkata,"Flour, Juice, Fruits",185.51,Card,2025-06-24 14:42:10,60.0,0
ORD100617,USR8135,2025-06-12 08:46:30,Delhi,"Sugar, Milk",487.63,Cash,2025-06-12 09:48:30,62.0,0
ORD100618,USR3885,2025-06-30 16:29:33,Bangalore,Sugar,1228.68,UPI,2025-06-30 17:56:33,87.0,0
ORD100619,USR9548,2025-06-28 07:53:46,Chennai,"Bread, Rice, Vegetables, Fruits, Flour",1147.56,Cash,2025-06-28 08:53:46,60.0,0
ORD100620,USR5425,2025-06-18 00:19:18,Kolkata,"Vegetables, Flour, Snacks",358.33,Cash,2025-06-18 01:15:18,56.0,0
ORD100621,USR9817,2025-06-27 18:20:19,Chennai,"Sugar, Rice",393.09,Card,2025-06-27 18:33:19,13.0,1
ORD100622,USR8921,2025-06-04 07:53:22,Chennai,"Rice, Sugar, Eggs, Vegetables, Bread",618.66,Cash,2025-06-04 08:09:22,16.0,1
ORD100623,USR8616,2025-06-20 12:08:46,Hyderabad,"Fruits, Milk, Bread",778.33,Card,2025-06-20 12:52:46,44.0,1
ORD100624,USR8136,2025-06-17 13:45:41,Kolkata,Rice,965.56,Wallet,2025-06-17 14:42:41,57.0,0
ORD100625,USR5397,2025-06-05 13:03:13,Bangalore,Fruits,616.48,Wallet,2025-06-05 14:25:13,82.0,0
ORD100626,USR6280,2025-06-19 06:36:20,Delhi,"Juice, Sugar, Milk, Eggs, Flour",747.55,UPI,2025-06-19 07:57:20,81.0,0
ORD100627,USR5022,2025-06-29 00:14:34,Pune,"Fruits, Milk, Sugar, Snacks, Eggs",1146.46,UPI,2025-06-29 01:08:34,54.0,0
ORD100628,USR2419,2025-06-03 19:16:24,Bangalore,"Bread, Vegetables, Flour",151.36,UPI,2025-06-03 20:37:24,81.0,0
ORD100629,USR5569,2025-06-20 20:22:44,Kolkata,"Flour, Snacks, Milk, Rice, Sugar",453.41,Cash,2025-06-20 20:50:44,28.0,1
ORD100630,USR8385,2025-06-19 14:28:03,Hyderabad,"Snacks, Juice, Milk",1098.69,Card,2025-06-19 15:40:03,72.0,0
ORD100631,USR4995,2025-06-19 16:04:10,Hyderabad,"Fruits, Snacks",1353.29,Wallet,2025-06-19 16:51:10,47.0,0
ORD100632,USR8613,2025-06-05 19:13:46,Mumbai,"Rice, Sugar, Milk",816.35,Cash,2025-06-05 20:29:46,76.0,0
ORD100633,USR7209,2025-06-05 17:21:27,Bangalore,"Rice, Eggs",844.96,Card,2025-06-05 18:29:27,68.0,0
ORD100634,USR6511,2025-06-20 06:59:03,Chennai,"Flour, Snacks, Rice, Juice",250.04,Wallet,2025-06-20 08:17:03,78.0,0
ORD100635,USR1470,2025-06-14 01:49:49,Hyderabad,"Milk, Flour, Vegetables, Rice",726.38,Cash,2025-06-14 02:11:49,22.0,1
ORD100636,USR9098,2025-06-24 07:08:51,Hyderabad,"Flour, Sugar, Milk",845.66,Cash,2025-06-24 08:04:51,56.0,0
ORD100637,USR6325,2025-06-17 19:17:01,Mumbai,"Sugar, Snacks",439.46,Cash,2025-06-17 20:27:01,70.0,0
ORD100638,USR3979,2025-06-16 04:28:16,Pune,"Bread, Eggs, Vegetables",476.94,Card,2025-06-16 05:08:16,40.0,1
ORD100639,USR8988,2025-07-01 02:19:27,Chennai,Snacks,628.2,Cash,2025-07-01 03:48:27,89.0,0
ORD100640,USR4475,2025-06-16 22:23:29,Pune,"Flour, Eggs, Juice, Bread",128.1,Cash,2025-06-16 22:54:29,31.0,1
ORD100641,USR6813,2025-06-09 23:10:04,Hyderabad,"Bread, Vegetables, Snacks, Rice, Milk",550.91,UPI,2025-06-10 00:02:04,52.0,0
ORD100642,USR5232,2025-06-12 06:53:12,Delhi,"Juice, Bread, Rice",396.03,UPI,2025-06-12 08:09:12,76.0,0
ORD100643,USR6576,2025-06-26 07:06:27,Kolkata,"Snacks, Rice",558.5,Cash,2025-06-26 08:09:27,63.0,0
ORD100644,USR5581,2025-06-25 07:07:36,Chennai,"Fruits, Flour, Vegetables",267.67,Wallet,2025-06-25 07:26:36,19.0,1
ORD100645,USR5526,2025-06-16 23:58:08,Bangalore,"Bread, Snacks",1346.74,Wallet,2025-06-17 00:49:08,51.0,0
ORD100646,USR1166,2025-06-10 07:47:20,Kolkata,Fruits,931.03,Cash,2025-06-10 09:00:20,73.0,0
ORD100647,USR9464,2025-06-19 02:09:40,Mumbai,Rice,1050.74,UPI,2025-06-19 02:39:40,30.0,1
ORD100648,USR4130,2025-06-22 18:25:57,Pune,"Milk, Rice, Eggs, Bread, Flour",1204.84,Card,2025-06-22 19:54:57,89.0,0
ORD100649,USR2402,2025-06-13 00:14:13,Delhi,"Flour, Vegetables, Snacks, Bread",797.82,Card,2025-06-13 01:39:13,85.0,0
ORD100650,USR4954,2025-06-19 06:29:13,Delhi,Flour,221.69,Card,2025-06-19 07:44:13,75.0,0
ORD100651,USR7658,2025-06-19 11:05:52,Bangalore,"Fruits, Milk",851.95,Cash,2025-06-19 11:55:52,50.0,0
ORD100652,USR9004,2025-06-17 22:13:33,Mumbai,"Juice, Flour, Bread, Milk",921.58,Card,2025-06-17 22:46:33,33.0,1
ORD100653,USR4937,2025-06-30 07:55:52,Hyderabad,"Milk, Bread, Snacks",1143.62,UPI,2025-06-30 08:39:52,44.0,1
ORD100654,USR8800,2025-07-01 08:07:32,Pune,"Milk, Bread, Vegetables, Sugar",704.32,Cash,2025-07-01 09:12:32,65.0,0
ORD100655,USR9041,2025-06-20 15:13:00,Kolkata,"Vegetables, Fruits, Snacks, Bread, Juice",278.61,Card,2025-06-20 15:52:00,39.0,1
ORD100656,USR8342,2025-06-04 20:53:09,Pune,"Vegetables, Flour, Snacks",497.29,UPI,2025-06-04 21:59:09,66.0,0
ORD100657,USR1282,2025-06-20 09:50:49,Mumbai,"Bread, Vegetables, Eggs, Sugar",608.32,Card,2025-06-20 10:46:49,56.0,0
ORD100658,USR2524,2025-06-06 09:43:43,Pune,"Bread, Milk, Sugar",1004.28,Wallet,2025-06-06 10:27:43,44.0,1
ORD100659,USR5820,2025-06-28 16:42:10,Hyderabad,"Flour, Snacks",899.09,Wallet,2025-06-28 17:10:10,28.0,1
ORD100660,USR4630,2025-06-14 15:00:02,Bangalore,"Snacks, Vegetables, Eggs, Sugar, Rice",598.54,UPI,2025-06-14 15:17:02,17.0,1
ORD100661,USR7625,2025-06-26 09:56:40,Bangalore,"Fruits, Eggs, Bread, Flour, Vegetables",1481.12,UPI,2025-06-26 10:31:40,35.0,1
ORD100662,USR4986,2025-06-05 15:20:48,Delhi,"Flour, Rice, Milk",948.08,Wallet,2025-06-05 16:40:48,80.0,0
ORD100663,USR6016,2025-06-17 08:45:47,Delhi,"Milk, Rice",432.12,UPI,2025-06-17 09:24:47,39.0,1
ORD100664,USR7046,2025-06-18 08:11:07,Delhi,Bread,242.5,Cash,2025-06-18 08:27:07,16.0,1
ORD100665,USR8753,2025-06-16 13:09:31,Bangalore,"Milk, Bread, Juice, Fruits",314.0,Cash,2025-06-16 14:25:31,76.0,0
ORD100666,USR9698,2025-06-29 02:57:19,Hyderabad,"Sugar, Rice",444.34,Wallet,2025-06-29 04:11:19,74.0,0
ORD100667,USR6632,2025-06-08 08:12:59,Bangalore,"Snacks, Vegetables, Sugar, Juice, Bread",324.95,Cash,2025-06-08 08:57:59,45.0,1
ORD100668,USR7971,2025-06-20 16:07:40,Kolkata,"Bread, Rice, Eggs, Milk, Snacks",361.19,UPI,2025-06-20 16:41:40,34.0,1
ORD100669,USR6419,2025-06-19 12:53:55,Bangalore,"Bread, Rice, Vegetables, Snacks",499.13,UPI,2025-06-19 13:39:55,46.0,0
ORD100670,USR6764,2025-06-25 01:26:18,Delhi,"Rice, Fruits, Flour, Bread",342.72,Cash,2025-06-25 01:36:18,10.0,1
ORD100671,USR8434,2025-06-09 08:53:10,Mumbai,"Vegetables, Snacks, Juice, Bread, Flour",1355.47,Wallet,2025-06-09 09:17:10,24.0,1
ORD100672,USR5438,2025-06-12 23:01:34,Delhi,"Snacks, Rice, Flour",212.33,Wallet,2025-06-12 23:47:34,46.0,0
ORD100673,USR6023,2025-06-10 13:23:22,Mumbai,Bread,834.32,UPI,2025-06-10 13:45:22,22.0,1
ORD100674,USR5118,2025-06-29 18:41:35,Hyderabad,"Bread, Snacks, Rice, Fruits",674.56,Wallet,2025-06-29 18:58:35,17.0,1
ORD100675,USR4777,2025-06-25 09:04:57,Hyderabad,"Vegetables, Snacks",1475.33,Wallet,2025-06-25 09:18:57,14.0,1
